data,stayingpower,texture,smell,price,colour,shipping,packing
Okela Okela Okela Haven't used it yet but the packaging looks very nice and sturdy Delivery earlier than expected The shop sent gifts Okela okela okela okela okela ?,,,,,,positive,positive
"The color is pretty, the lipstick is a bit dry but very matte, it washes off the table but doesn't wash off the lipstick",positive,negative,,,positive,,
"The color is so pretty, the quality of the lipstick is smooth and the box is so pretty, the packaging is careful and holds firmly in your hand, it doesn't come loose like some cheap lipsticks, it's worth the money.",,positive,,positive,positive,,positive
"Beautiful lipstick, well worth the money to buy. Long delivery, more than 2 weeks to receive the goods.",,,,positive,,negative,
"Delivery takes a long time, packaging is not very careful, quality is",,,,,,negative,negative
Super pretty lipstick..soft lips..just the right amount of matte. The color is perfect without drying out my lips,positive,positive,,,positive,,
The lipstick color is quite nice and the packaging was sturdy but my sister also placed an order with me but it was delivered after almost a week and there was still a shortage. Message the shop to not respond.,,,,,positive,negative,positive
The lipstick is very beautiful and the price is cheap You should support sop The above image is for coin receipt purposes only,,,,positive,,,
"Texture: beautiful Color fastness: normal Beautiful color lipstick, good quality, good scent, each product takes a while to deliver, beautiful lipstick suitable for students' budgets",neutral,positive,positive,positive,positive,negative,
"The lipstick color is beautiful but difficult to apply. At this price, you can't ask for anything more. The shipper is friendly",,negative,,positive,positive,positive,
Enough products. It's an international shop and it's close to Tet so delivery took a while. Packaging is a bit sketchy. Images and clips are for coin-receiving purposes only,,,,,,negative,negative
Cheap price. Only 70k including shipping. Beautiful box and lipstick cover. The lipstick is not very durable. Okela color haha.,negative,,,positive,positive,,
"The lipstick is ok, I like this color so much. The quality of the lipstick is ok. I really like this line. Fast delivery",,positive,,,positive,positive,
màu 19 siu,,,,,positive,,
"The color above is color 402, quite similar to blackrouge's lipstick color and the color below is color 405, the two colors I bought are both flattering to the skin, the lipstick is very smooth.",,positive,,,positive,,
"Color 25 is so beautiful, I've used this Bbia color 25 probably 3-4 times and still like it.",,,,,positive,,
"The lipstick is beautiful, smooth, and fragrant. In general, the quality far outweighs the price",,positive,positive,positive,,,
"The lipstick color is super pretty, I love it. Images are for illustration purposes only",,,,,positive,,
"So pretty, the color is so beautiful, the smell is also so fragrant, you should buy it ladies",,,positive,,positive,,
Product ok The shop prepares goods super long Bought onions at the shop 3-4 times and each time it took more than 10 days yes ?,,,,,,negative,
"The lipstick is smooth, spreads evenly on the lips, and the color is beautiful. However, the color is not matte, very easy to fade",negative,positive,,,positive,,
"The lipstick color is beautiful, quite fragrant and matte. In general, it's",positive,,positive,,positive,,
Just a little smell at first,,,negative,,,,
"Carefully packaged, friendly shipper. At first glance, the lipstick shell is quite pretty and cute; Opened the lid and smelled good. I haven't applied the lipstick yet so I don't know yet",,neutral,positive,,,positive,positive
"The store delivered quickly, about 1 week, the lipstick was the right color and carefully packaged",,,,,positive,positive,positive
"Bought this lipstick and I really like it. Even when applied to dry lips, it's still very soft and smooth without showing the lip lines. Color 501 is on trend?",,positive,,,positive,,
"Cheap and beautiful lipstick, ok quality. I bought t3 bars. Hehe…",,positive,,positive,,,
The lipstick is so classy The color is super beautiful Fast deliveryhhhh,,,,,positive,positive,
"The lipstick super fragrant and the color is beautiful, worth buying The lipstick case is also pretty",,,positive,,positive,,
"Fast shipping, fast delivery, beautiful color, cheap price, so 10/10 wow",negative,,,positive,positive,positive,
"I'm quite disappointed because it doesn't smell as fragrant as I expected ^^ but it was packaged and shipped quite quickly so customers wouldn't have to wait long. In general, I don't really like the lipstick so I still think it's okay.",,,negative,,,positive,positive
"Extremely fast delivery, this product belongs to my mother, oh my god, I can say it ? I've been going everywhere, nothing.",,,,,,positive,
"Uses: apply to the beak, what does it do? Structure: the shell is fine Color fastness: not very durable Reasonable price and relatively fast delivery",negative,neutral,,positive,,negative,
"Son is very beautiful. Before, I bought the old version of 002 and it was a bit dark, so this time I bought 2 other colors. The have always been pretty and ok. The lipstick is still soft and smooth like velvet. The smell of chocolate is very fragrant, 9/10. On the photo, the light color is 502 and the dark color is 404. This batch is so good that you should buy it",,positive,positive,,neutral,,
"Good quality product, although delivery took a while, but the quality is good",,,,,,negative,
Shabby :3 is beautiful and still like cherry ?the lipstick is soft and not hard,,positive,positive,,,,
"The color A25 is so pretty, it lifts the tone for everyone, I will definitely buy it again",,,,,positive,,
"Good lipstick, beautiful color but too lazy to take pictures ? long delivery",,,,,positive,,
"The packaging is ok and the lipstick is top notch. In general, there is nothing to criticize about the fast delivery",,,,,,positive,positive
"Beautiful lipstick, beautiful color, very fragrant scent",,,positive,,positive,,
The image is for the purpose of receiving coins. The lipstick is cheap to buy but requires a lot of water to apply on each streak. Not very pretty =)),,negative,,positive,,,
"The lipstick is good, the color is exactly like the picture, I like it completely, the price is cheap, in general, I'm very satisfied, nnnnyyyyy, unrelated photos and videos are mostly for coins, but everyone should buy the lipstick, I will support the shop morennn",,,,positive,positive,,
"The video is for profit purposes only..the pictures are the main ones. Liked color number 25 for a long time, now I have it",,,,,positive,,
"Beautiful lipstick color, fragrant scent, fast delivery, very good value for money",,,positive,positive,positive,positive,
The DT3 orange tree actually looks pink on my lips And the v23 tree turns orange more! Never resentful,,,,,negative,,
"Original price or flash sale is also cheap, I bought it because I wanted to relieve The feeling of unboxing will relieve sadness even for just a moment. I don't know if anyone feels the same way ? If you use it regularly, you SHOULD NOT. Look at the lipstick ingredients in the video above to see ?",,,,positive,,,
"Nice color, if you don't like too dark colors, you can choose 24. Images are for illustration purposes only",,,,,positive,,
"Ok product, cheap price, worth buying everyone :))))))))))))))))))66))))))))))))))))))) Absolutely love the lipstick color :)))",,,,positive,positive,,
"If the lipstick is not matte, try it on your hand and then wipe it off with paper and it will change to a pretty nice lipstick color",negative,,,,positive,,
Beautifully colored lipstick with anti-counterfeit stamp. Pack the goods securely. Shopee mall should rest assured.,,,,,positive,,positive
I haven't applied it yet so I don't know how long it will last. Image taken from,neutral,,,,,,
"Uses: Good and cheap ? Texture: the color is matte, but if applied strongly, it comes out, but the lipstick stays on the lips for a long time, making it difficult to remove Color fastness: beautiful color ? Delivery took a while but it's okay",positive,neutral,,positive,positive,negative,
"When I apply this color on my lips, it looks like I'm not using lipstick at all, it goes away quickly.",negative,,,,negative,,
The color is so pretty. The packaging is also beautiful. Delivered very quickly. Give 10 stars :3,,,,,positive,positive,positive
"Buying from this shop cannot be criticized. Fast shipping, carefully packaged. The lipstick has the perfect color and great. Always support the shop.",,,positive,,positive,positive,positive
"I bought 2 products. Lipstick 103 and foundation number 4 seem to be the lightest but still darker than my skin tone… so sad. The lipstick color is kind of like a base layer.. the chocolate scent is super fragrant… but the lipstick feels sticky and uncomfortable on the lips. The shell looks genuine and beautiful, and the price is cheap. Overall good",,,positive,positive,neutral,,
"Haven't opened the product yet but delivery time is extremely long, more than 1 month to arrive",,,,,,negative,
"Fast delivery, good quality, quite satisfied with the product…",,,,,,positive,
"The color is also very good, I don't know if it will last long. In general, domestic items can be used for fun",neutral,,,,positive,,
"Beautiful lipstick, beautiful color, v26 is so beautiful, everyone, it's an earthy pink style",,,,,positive,,
"Beautiful lipstick, good quality, reasonable price, beautiful contribution, fast delivery ?",,,,positive,,positive,positive
"Beautiful color lipstick, long lasting, international products so long delivery, should use lip primer to avoid dry lips",positive,,,,positive,negative,
"Super fast delivery, on sale so the price is great, the lipstick is smooth and doesn't dry your lips.",,positive,,positive,,positive,
"Color 25 final Note: earthy orange mixed with red. This is the perfect combination of orange, red and earth colors, a masterpiece that you won't be able to miss. With color tone 25 final note, it is not picky about skin tone, suitable for daily use, going to school or work is very beautiful.",,,,,positive,,
"(Image is for receiving coins) The lipstick color is beautiful, the packaging is sturdy, the delivery took a while but I still give the shop 5 stars",,,,,positive,negative,positive
"The lipstick is very smooth, the price is only 1 glass but the lipstick quality is 100 times better, the lipstick quality is extremely similar to Romand's lipstick quality, it's always fragrant, not powdery at all.",,positive,,positive,,,
"The lipstick is very beautiful, I bought it for 11k, it's great, I should buy it",,,,positive,,,
"Smooth lipstick, standard color. quite fragrant. Good shop service, fast delivery",,positive,positive,,positive,positive,
The lipstick is smooth and light on the lips. The mlbb color is very pretty,,positive,,,positive,,
"Oh my gosh, this lipstick is so pretty. I bought the color V23 and tried it to get a really good color The lipstick is smooth and doesn't last long. Skin-toning color. The lipstick has a light scent too",negative,positive,positive,,positive,,
"The color is beautiful, the quality is smooth, very good, the lipstick",,positive,positive,,positive,,
"Delivery took a while due to the epidemic, goods were carefully packaged. The lipstick very good, good value for money. Should buy",,,positive,positive,,negative,positive
"The lipstick is smooth and beautiful, the color is super satisfying, the lipstick is medium but the quality is worth the Korean price?",,positive,,,positive,,
beautiful color,,,,,positive,,
"The delivery of the product is very beautiful, as shown in the picture, but it takes a lot of money to buy",,,,positive,,negative,
"Uses: lipstick Texture: smooth, beautiful Color fastness: matte, long lasting Great product quality, fast delivery, everyone should buy",positive,positive,,,,positive,
"The lipstick packaging is so beautifulnnnnnnnnnnnnnn, the packaging is sturdy, I recommend that if you have white skin, buy V26, it won't be too difficult to use.",,,,,neutral,,positive
"Okela's smooth lipstick, very good price. Check the code, it's genuine. Please support the shop next time. I bought color 04 and used it to go to school. It's correct.",,positive,,positive,positive,,
"Uses: Lipstick Texture: LIQUID Color fastness: OK It doesn't dry your lips on your lips, the image is for coin recognition purposes only",positive,positive,,,,,
"The lipstick like chocolate, I really like it.. it's so smooth and silky.. the color is beautiful ? will support the shop for a long time",,positive,positive,,positive,,
"Delivery took a while. I bought it once before, I liked the color but this time the color is a bit dark",,,,,negative,negative,
"It's so smooth, the lipstick color is nice but it's not matte…",negative,positive,,,positive,,
"Beautiful velvet lipstick. Even if you hit it, you won't get stuck. But it passes quickly",negative,positive,,,,,
"The lipstick is as pictured, of chocolate, smooth so the lips are very even, highly recommended to buy",,positive,positive,,,,
"Delivery took a long time, about 11 days to receive the goods ? as expected.",,,,,,negative,
The lipstick color is beautiful and the quality is also good. The lipstick is very beautiful. I should buy it,,positive,,,positive,,
"The outer layer feels real The lipstick is smooth, fragrant, and the color is suitable for those with dark skin!",,positive,positive,,neutral,,
"The lipstick color is beautiful but not matte. But for the price, it's okay ?",negative,,,positive,positive,,
"I tested it on my hand and the color is quite pretty, but it's probably a bit dull, shipped fine, packaged carefully",,,,,positive,positive,positive
"Nice color lipstick, smooth, good quality",,,,,positive,,
The packaging is very nice. I also got 1 extra lipstick as a gift. I will buy again next time ?,,,,,,,positive
"The lipstick good, but I haven't applied it yet so I don't know if it's dry or not. Delivery is fine",,neutral,positive,,,positive,
"Well packaged, pretty fast delivery :v recommend buying color 25 because base 24 is very pink…",,,,,neutral,positive,positive
"The lipstick color is super beautiful, the lipstick quality is great and it good so I bought color 402",,positive,positive,,positive,,
"Received the goods, the color is not beautiful in real life",,,,positive,,negative,
"Beautiful lipstick color, securely packaged. Saying they are amazing ?",,,,,positive,,positive
"Wrapped super carefully and securely. Fast delivery. I haven't tried it yet so I don't know the correct color. If ok, I will support you for a long time ?",,,,,neutral,positive,positive
"Beautifully designed lipstick, true to color, non-chemical smell, extremely fragrant",,,positive,,positive,,
"Every time I buy it, I'm always satisfied. Beautiful lipstick, pretty color, and price suitable for students",,,,positive,positive,,
"The lipstick is beautifully designed, has a pretty color, and is cheap, so worth buying. I will continue to support the shop",,,,positive,positive,,
"The lipstick is super matte, the velvet is soft but a bit dry, the smell is light and pleasant, the box is so beautiful that I kept it so I didn't want to throw it away.. I really like it <3",positive,negative,positive,,,,
"It's so beautiful, the color 502 (in the picture) is a little lighter than 503 and 503 is a bit more earthy red.",,,,,neutral,,
"Uses: sOn Texture: smooth chocolate smell Color fastness: fades quickly You get what you pay for. The color is not the same as the picture, it's a mess",negative,positive,positive,,,,
"I find the color to be more brown, powdery and fast-wearing, beautiful design",negative,negative,,,neutral,,
Color 25 is always the,,,,,positive,,
"Great product, good quality, good product, I really like it",,positive,,,,,
"Receive goods quickly. Pack the product securely. Product quality matches the price. If needed, I will go to the store to buy more. I'm not at home so I don't have photos. Sorry shop.",,,,positive,,positive,positive
"Color 25 is super awesome, so when you buy it, everyone packs it in shockproof packaging so you don't have to worry about damage.",,,,,positive,,positive
Haven't tried the product yet but it should be good. Delivery took a while. The price is reasonable so you should buy it,,,,positive,,negative,
"301 beautiful colors, delivery is also not fast. hmm the lipstick smell is a bit bad. Does the color last long? nma is cheap so buy it",neutral,,negative,positive,positive,negative,
"The product is very pleasant to use. Long lasting lipstick. Lips are not dry, the cream texture is very thick. The smell of chocolate is very",positive,neutral,positive,,,,
"Beautiful lipstick color, smooth lips. The handle is heavy and sturdy. Delivery is quite fast ?",,positive,,,positive,positive,
"The lipstick color is pretty and trendy, but the color is not very even when applied and is a bit dry. For those of you who want to try, just buy it because the price is so cheap and it also like sicula",,negative,positive,positive,positive,,
"The lipstick color is so pretty, I don't think it looks the same on my lips as in the photo the shop posted. Many people have different colors, perhaps due to each person's lip pigmentation, so please don't hesitate to buy",,,,,positive,,
"Product color is beautiful, packaged carefully, shipping took a while but still ok",,,,,positive,negative,positive
"Color 25 is super pretty, lasts a long time but is a bit dry on the lips The shop also packs the goods very carefully",positive,negative,,,positive,,positive
I don't have a picture but the lipstick looks redder than the picture ?,,,,,negative,,
Bought the lipstick with the mask at a very cheap price. I thought it wasn't beautiful but it's beautiful than I thought it would be. The lipstick is smooth and fragrant. The packaging looks super classy. I bought it once and I'm addicted.,,positive,positive,positive,,,
"The lipstick color is super pretty, the lipstick color is also very fragrant, the product packaging is super sturdy, it's a foreign product but the product was received super super fast, you should buy it.",,,positive,,positive,positive,positive
"The lipstick is ok, the color is",,,,,positive,,
"The lipstick is beautiful, luxurious and smooth, bought as a gift, the shop wrapped it very beautifully, thank you.",,positive,,,,,positive
"Images + videos are for illustration purposes only Fast delivery, friendly shipper When I tested the lipstick on my hand, it was red, but when I applied it on my lips, it was pink ? I'M LOVING YOU IN THE CLIP",,,,,negative,positive,
does the buried in his 5,,,,positive,,,
"The lipstick color is okay, slightly different from the picture, the price is on sale so it's okay",,,,positive,neutral,,
"Received the goods, the lipstick color is quite pretty, the lipstick texture is a bit powdery",,negative,,,positive,,
"The shop delivered the goods to the shipping unit quite quickly, the goods were packaged super carefully and with great care. The product has complete, genuine and reputable secondary labels",,,,,,positive,positive
"Light scent of chocolate, pretty shell, sturdy to hold, lipstick color doesn't look exactly like the picture but it's applied in many layers and still looks natural, this one doesn't need makeup to be used.",,,positive,,neutral,,
beautiful the call is beautiful and beautiful,,,,,positive,,positive
"Good product, perfect color. The price is generally okay compared to the market ?",,,,positive,positive,,
"The translation took a while to ship, but this color is so pretty, I love the deep color, the smell is unique, overall ukila, guys",,,neutral,,positive,negative,
Delivery is ok because it's overseas. My favorite lipstick is eyeshadow. very good quality goods,,,,,,positive,
Lipstick color 01 is so beautifulmmmm but it's a bit difficult to spread as a cream lipstick but it seems like this lipstick is a bit easy to wear,negative,negative,,,positive,,
"Temporarily satisfied, the quality of the lipstick is not very good. It's okay to use it temporarily!",,negative,,,,,
"Beautiful, good product, cheap price but better quality than expected, will buy again next time",,,,positive,,,
Foreign goods but delivery takes about 1 week to arrive,,,,,,positive,
"Fast delivery, carefully packaged. The color is so beautiful Photos are for coin recognition purposes only",,,,,positive,positive,positive
"Delivery is also quite fast during the pandemic season. But it seems like I don't like color 25 very much huhu. But checking on icheck comes out like that, okay?",,,,,negative,positive,
"Fast delivery, works very well, planning to buy a few more colors.",,,,,,positive,
Son please.. the smell is very fragrant,,,positive,,,,
"International delivery takes a bit long, but the color is beautiful and the color is good… (image is for coin receipt purposes)..",,,,,positive,negative,
"The store packaged carefully. The lipstick is very good, I ordered color 01, I'm very satisfied. Middle domestic product, lipstick quality is quite smooth",,positive,,,positive,,positive
The lipstick is smooth and a bit harsh,,positive,negative,,,,
It's ok but the smell is a bit z.z and it's hard to spread the color but the price is cheap so it's okay?,,negative,negative,positive,,,
"Beautiful color, fragrant lipstick, cute shell, overall very reasonable",,,positive,,positive,,
"The lipstick is very beautiful, the store delivered quickly and packaged securely",,,,,,positive,positive
"Fast delivery, store packaged extremely carefully. The lipstick color is beautiful and moisturizing. 10/10",,positive,,,positive,positive,positive
Fast delivery available within 3 days. Buying Shopee mall should be assured of quality Earthy red color compliments the skin,,,,,positive,positive,
Beautiful product. Shop Packs products securely. The store packed very quickly,,,,,,,positive
"Everything is what it is, so I'm used to it and I'm just a little bit greedy, everyone. Nma cap bored",,,,positive,,,
"The color is not like the picture, it dries out my lips easily, and the smell is not very good. For this price, I don't ask for anything. The image carries the coin receipt",,negative,negative,positive,negative,,
Fast delivery. There's no need to discuss Son. I'm so in love,,,,,,positive,
"The shop delivered the right color, fast delivery, everyone should buy, will continue to support…",,,,,,positive,
"The shop ships quickly despite the service, the packaging is beautiful, the lipstick is fine, there's nothing to criticize",,,,,,positive,
"The quality of the lipstick is beautiful, color 402 is a super beautiful color that you should buy, the shell design is cute, and it doesn't bleed out as much as Korean lipsticks. However, it's a bit greasy on my lips. If you care about your lips and nourish them carefully then it's ok",,positive,,,positive,,
"The lipstick is thin and light, and when it dries, it creates a velvety layer that makes the color stand out really well",,positive,,,positive,,
Excellent product quality Very worth the money Fast delivery time,,,,positive,,positive,
"Wow. You fainted? In general, it is both smooth and matte Cheap but quality",positive,positive,,positive,,,
"The lipstick I tested on my hand was quite smooth and the color came out ok. Overall quality is quite good, suitable for the price",,positive,,positive,positive,,
"Very nice colored lipstick, fast delivery, worth buying…",,,positive,,positive,positive,
"Beautiful lipstick, smooth lips without clumping powder, cheap price compared to quality",,positive,,positive,,,
"The color of the lipstick is very beautiful, the quality is beautiful, the smell is not very fragrant, but for the money it is very good",,positive,negative,positive,positive,,
"Uses: beautify smooth lipstick Texture: smooth, doesn't dry out the lips, has a very beautiful color Color fastness: matte lipstick does not fade easily.",positive,positive,,,positive,,
The lipstick color is beautiful ? I bought 5-6 orders at the shop but 1 order was lost and it's a bit muddy.,,,,,positive,,
"The shop delivered all the right color products, qt products so it took a while ?",,,,,positive,negative,
"The lipstick color is so beautiful, I'm still in service and the delivery is super fast, I will continue to support ?videos and pictures are unrelated, I bought it as a gift so I forgot to take a photo",,,,,positive,positive,
The lipstick is very beautiful. Long lasting. Heavenly orange. The packaging shop is very attentive. Worth buying,positive,,,,neutral,,positive
"The lipstick has beautiful color okela. Easy to wash off when eating and drinking, lots of lead…",negative,,,,positive,,
"I bought two colors: earth red and earth orange, the color is very okela. I quite like it, it's cheap, the color is nice, and it applies smoothly",,positive,,positive,positive,,
"Cheap and beautiful but the quality is also good, the lipstick amazing",,,positive,positive,,,
"Smooth lipstick Ok, good value for money But difficult to spread The product arrived a long time ago and the color is quite beautiful",,negative,,positive,positive,negative,
"I really like the quality of the lipstick, it's very smooth, no powderiness. The quality of the lipstick is similar to some Korean lipsticks. I think buying 2 lipsticks like this for 99k is a great deal",,positive,,positive,,,
"Use: hitting Color fastness: okay Delivery is quite fast, product is carefully packaged, color is same as photo, hardly good. I often use this color as a base for my lips",positive,,negative,,positive,positive,positive
"The lipstick color is beautiful, soft, but quite light so you can consider it, the lipstick quality is ok",,positive,,,positive,,
"Uses: fe I say the lipstick is super smooth, it really softens the lips. Add a little more color and it's bling bling",,positive,,,,,
"Fast delivery, correct delivery and complete sample The shop comes with a beautiful handbag as a gift",,,,,,positive,
"Nice quality, fast delivery. Beautiful color lipstick that goes on smoothly on lips light? ?",,positive,,,positive,positive,
"Received the goods quickly, matte lipstick, the color I like, cheap price too ?",positive,,,positive,positive,positive,
"Fast delivery, carefully packaged, have purchased many times and are very satisfied",,,,,,positive,positive
"Surely the quality of the product is excellent, the packaging is sure to have a coin-receiving image",,,,,,,positive
The product is very good Smooth scent Should buy for fast delivery The image carries the coin receipt,,positive,positive,,,positive,
Giao long,,,,,,negative,
"Delivery time is quite good because the shop is foreign so it's okay The lipstick quality compared to the price is okay In general, it's ok to buy it to practice makeup Playing around is also beautiful",,,,positive,,positive,
The lipstick is smooth and long-lasting. I will support the shop later. Pack the product carefully,positive,positive,,,,,positive
The shell and lipstick color are quite beautiful. I've bought it at the shop many times and have never been disappointed. I will continue to support the shop if I have the opportunity,,,,,positive,,
"I saw a lot of compliments so I bought it to try, this color is always sold out, the lipstick is smooth and silky",,positive,,,neutral,,
I haven't checked the code yet so I don't know if it's an authentic product or not. The color is pretty but it doesn't seem to suit me.,,,,,neutral,,
"Lipstick is so beautiful, everyone. Soaked skin using color 25 gives a beautiful tone ?",,,,,positive,,
Uses: beauty Texture: smooth and easy to spread Color fastness: Good,positive,positive,,,,,
Tiny Xink Xink lipstick has amazingly beautiful color,,,,,positive,,
Son is quite pretty Turn on the color so pretty Should buy Earthy red should be called xink xiu,,,,,positive,,
"Quality product, fast delivery, velvet 25, darker tone than in the photo, suitable for people with fairer skin. It's really nice to send it together…",,,,,negative,positive,
Right product. Every delivery time is too,,,,,,negative,
"Uses: MAuf The color is very pretty, everyone Delivery more than 10 days received The lipstick is easy to apply and doesn't smell much Color 25 is beautiful, leaning towards wine red",,,positive,,positive,negative,
"Received the goods so fast, I used a few bars of Bbia and was addicted to it but the deep color is so familiar that I can't buy it now.",,,,,negative,positive,
"The lipstick is very beautiful, I immediately faint. Due to the pandemic, the delivery took so long, I was afraid the shop would cancel the order",,,,,positive,negative,
The lipstick is smooth and easy to stick but this color is less suitable for my face. Will support the shop next time ?,,positive,,,negative,,
"Delivered the right product, beautiful, just like the photo, haven't tested it yet so I don't know how the lipstick is",,,,,,neutral,
"The lipstick is smooth and the color is as beautiful as the picture. Because it is an international product, the delivery took a while.",,positive,,,positive,negative,
"The product is packaged very carefully, the lipstick has a light chocolate scent that is not too",,,positive,,,,positive
"Super pretty, the price is also cheap, it's very soft on the lips, will continue to support?",,positive,,positive,,,
Okokokok has a beautiful color and a very pleasant scent. Okokokokomokonnnnnnnbbbbbbb,,,positive,,positive,,
The packaging and shell of the lipstick are very good. I haven't tried the lipstick quality and color yet because the new lipstick is a bit regretful =)))))) 10 VND,,neutral,,,neutral,,
"The color is so beautiful, the packaging and the lipstick look luxurious, the lipstick like bitter chocolate foil candy packages :v",,,positive,,positive,,
Received the goods sent by the store. Product is securely packaged. Have purchased many products from the shop.,,,,,,,positive
"Use: use on lips Texture: creamy Color fastness: not very matte This is my second purchase from this shop and I'm a bit disappointed. The packaging was so rough, I was afraid it would break",negative,neutral,,,,,negative
"Delivery took a while, packaged carefully, design is quite cute ..",,,,,,negative,
Fast delivery Standard color delivery. The lipstick applies smoothly and keeps the color for a long time.,positive,positive,,,positive,positive,
"Because of the epidemic, the goods took a while to arrive (because we lived in a different province, so there was no problem). The shop packaged the goods very carefully and securely. New lipstick, has a gentle, elegant scent, smooth texture that doesn't dry out the lips, beautiful color but not as fresh as the picture (this is probably because my skin is very white, that's why it looks like that) but still looks beautiful",,positive,positive,,positive,neutral,positive
Product quality is good Thank you very much store Pack carefully and securely,,,,,,,positive
"Packed securely, double shockproof layer. Beautiful red color, does not stain teeth. The lipstick is easy to spread, absorbs quickly, and doesn't have a smell. Delivery took quite a while.",,positive,positive,,positive,negative,
The waist wrap is so pretty ? although the delivery took a while but I got the sale price and I really like it. Will support the shop ?,,,,positive,,negative,
The lipstick is beautiful and covers the lips but is a bit drying but the price is very reasonable,,negative,,positive,,,
"The product is suitable for the price. At first, the lipstick a bit harsh, but after a while it evaporates and gives off a bit of a chocolate scent",,,neutral,positive,,,
"I prefer the stick with the brown lid because the color is super pretty, worth buying, great, buy a lot and get a free lip mask with a small moisturizer",,,,,positive,,
"Good product, fast delivery and I really like",,,,,,positive,
"Bought on sale today and now received the purchased product at a cheap price and also received 2 bottles of makeup remover as a free gift. I have to say it's too good, keep coming",,,,positive,,,
"Pictures and videos are good, delivery time is fast, quality is unknown",,,,,,positive,
"Just received the goods and I feel very beautiful. Pleasant smell, beautiful smooth lipstick color. Satisfied",,,positive,,positive,,
"Same color as picture, haven't used yet. How is the smoothness and color adhesion?",neutral,neutral,,,positive,,
"The lipstick is cheap and pretty, everyone. Pictures are for coin recognition purposes only",,,,positive,positive,,
"The lipstick color is beautiful, the scent is light, very pretty, carefully packaged, good product quality",,,positive,,positive,,positive
"First time buying lipstick at such a cheap price, the quality is good and the lipstick is smooth and creamy",,positive,,positive,,,
"The sale price is so good, the lipstick is mini but not too small. The color is quite smooth and the most beautiful is the color 708, I really like it. The color 905 has too much orange tones and is not very beautiful. Overall, the lipstick is quite satisfactory, smooth, and the color is quite matte",positive,positive,,positive,neutral,,
"The lipstick is a bit expensive, everyone. The color 501 for school is so pretty. It feels sturdy in the hand, but what I don't like is that the lipstick is really smooth and beautiful, but it's hard to blend. Why does it leave sugar on the lips?",,positive,,,positive,,
"Packed securely ? beautiful lipstick, fast shipping, including a letter. I recommend buying to support the shop. I will buy again next time.",,,,,,positive,positive
The product is good and the salary you need to buy a house is very good and is worth the money to buy more.,,,,positive,,,
"cbi shop shipped quickly, packaged very well, I thought I would receive it after Tet but it arrived so fast, about 10 days ? the lipstick is fragrant, the color is perfect ?",,,positive,,positive,,positive
"Fast and accurate delivery, haven't tried it yet but it seems okay. Let me try it out and then come back and evaluate again. Beautiful lipstick color",,,,,positive,positive,
"Uses: very good Texture: okay Color fastness: ok Good product, should buy",positive,positive,,,,,
"The lipstick color is beautiful, but not very flattering on the lips. Easy to wash off and easily smudged",negative,,,,positive,,
"Nice and smooth lipstick quality ? delivery took a while, nice and sturdy packaging",,positive,,,,negative,positive
Fake goods. I used to buy a mall. Both sides are sealed but this sticker is only on one side :))))) but it ships quickly,,,,,,positive,
"The lipstick has a very sweet candy smell, adheres to the lips very quickly, beautiful color ?",positive,,positive,,positive,,
"The lipstick color is very beautiful, I'm shy so I didn't take a photo.. the color is so pretty, my lips didn't dry out.",,positive,,,positive,,
"The lipstick doesn't look exactly like the picture, but for 2 lipsticks, the price is 89k, so it's ok",,,,positive,negative,,
"Beautiful lipstick, sturdy to hold and delivery was also quite fast, about 7 days to receive",,,,,,positive,
"Beautiful lipstick, fast delivery, I really like it",,,,,,positive,
"A little brighter than expected, but for western makeup or those who like super natural, this color is ok. Or this color is reasonable to use as a base ?",,,,,positive,,
"The goods are well packaged, it takes a while to open but it is from the domestic store but very trustworthy",,,,,,,positive
Beautiful lipstick color ? fast delivery. Will support shopp next time ? well packaged ? correct color delivery,,,,,positive,positive,positive
"Hunt for the 12-12 sale at a preferential price, prepare and ship the goods very quickly, well packaged",,,,positive,,positive,positive
"Nice packaging, good product, pretty fast delivery, cx lipstick color is okay, all in all, okee",,,,,positive,positive,positive
"Delivery took a while, okeee lipstick quality is beautiful. At that price, if you get 2 bars, there's nothing to complain about",,,,positive,positive,negative,
"Good product, the store prepared the goods quite quickly. I am very satisfied with the product and will buy again. Wish you a happy new year.",,,,,,positive,
"After many days of waiting ? genuine lipstick has arrived, everyone ? comes with amazing colored lip gloss ?m",,,,,positive,,
"The lipstick is so beautiful, the second time I bought it, I really like it. The texture is smooth, it's a bit heavy to apply but ok, for the price of 34k you can't expect much, this earthy red color seems a bit red, but ok. You should buy it?",,positive,,positive,positive,,
"The lipstick is super good. Beautiful color, long lasting, cheap price too. You should buy it",positive,,,positive,positive,,
"The lipstick was packaged very carefully by the shop, and delivered quite quickly. I haven't tried it yet, so I don't know how the lipstick is",,,,,,positive,positive
Uses: beautiful color Texture: feels not very pigmented Color fastness: 7/10 You should buy it…the chocolate scent is very fragrant,positive,negative,positive,,positive,,
"Fast delivery. Package carefully. The color on your hands looks brighter and more beautiful. On the lips, it darkens the skin a bit. BBIA makes clear lip lines, you have to exfoliate and moisturize your lips or it will dry out",,negative,,,neutral,positive,positive
"Packed very carefully. Haven't used it yet, don't know if the color is nice. Ok, I will come back to support the shop",,,,,neutral,,positive
