data,stayingpower,texture,smell,price,colour,shipping,packing
"I really like these 2 BBIA colors. They look so beautiful on my lips. I bought the burnt orange and earthy orange colors. Especially, it's super matte and even after eating it, the lipstick still has a beautiful color base on the lips. Because the lipstick is matte, you should apply Vaseline before applying it so it looks beautiful so you don't have to worry about your lips drying out",positive,,,,positive,,
"The lipstick color is good, but the earthy tones are very easy to apply. When applied to the lips, it's not very different",,,,,positive,,
"Pack the goods carefully. Fast delivery. This lipstick color is great, very easy to apply. Photos are for illustration purposes only.",,,,,positive,positive,positive
"Uses: beautiful lipstick, beautiful color, very good packaging Nma the delivery time is a bit long kaksjdhffuriekksmdjjfdjehhshfltoejjshcbgbhfdioekdnhchfdjndhfjdjehyfhhdjwwiisyrbckclzkanbxgcyri",,,,,positive,negative,positive
"Wool lipstick, no pictures On my lips, it turns dark pink quite dark",,,,,negative,,
"Color fastness: good Oh my god, the lipstick color is so beautiful, the color is so pretty it applies so smoothly 10 Delivery took a while, probably due to the epidemic",positive,positive,,,positive,negative,
"Fast delivery, to the recipient, I don't know if it's beautiful or not",,,,,,positive,
"The lipstick looks pretty, the lipstick like alcohol and I don't like it :((( but for the money I don't expect much. The lipstick also wears off quickly.",negative,,negative,,,,
"Fast delivery, good packaging, beautiful color lipstick",,,,,positive,positive,positive
"The goods arrived intact, I was afraid that the sale shop would deliver the wrong color but luckily it was still correct ? Bigger than I expected",,,,positive,positive,,
"The lipstick is beautiful, smooth and matte",positive,positive,,,,,
"Uses: Used for beauty, nothing more Texture: Beautiful and heavy, I like it Color fastness: I've only tried it once but the color seems to fade a bit quickly. However, it still has a light pink-red base Beautiful lipstick. The color on the lips is not what I expected but maybe it's due to lip pigmentation. My lips are a bit red but not too dark brown ? I like the color a little deep..",negative,positive,,,negative,,
"Delivery took a bit long, but in return, the lipstick is fragrant and the quality is very smooth. I will continue to support the shop",,positive,positive,,,negative,
"The color is extremely good, but the delivery took a while, it took me a month to receive it hicc",,,,,positive,negative,
"I can't believe this one has 99 branches. Firstly, the packaging is very good. Second, this girl's color is so pretty that it makes me want to cry. The lipstick is smooth and fragrant. You should buy it, everyone",,positive,positive,positive,positive,,positive
Fast delivery Bought twice already. This lipstick color is used gently without being picky on the skin,,,,,positive,positive,
"The lipstick color is very pretty, the lipstick quality is also nice, not too powdery like people say.",,positive,,,positive,,
"Very pleased, fast shipping ? ?",,,,,,positive,
"Because of the epidemic, the product was in Ho Chi Minh City but delivered very quickly. The lipstick smelled good but my lips were a bit dry",,negative,positive,,,positive,
"Color 402 on the left, 501 on the right. I just tested it on my hand, I don't know how it will look on my lips. Fast delivery",,,,,neutral,positive,
Item is as pictured and applies beautifully on the lips. Bought a lot of products and found them satisfactory!,,,,,positive,,
"Fast delivery, beautiful lipstick color, fragrant, very satisfied, will come back to buy again",,,positive,,positive,positive,
"Delivery took a while, but the items are beautiful and reasonably priced so it's ok, will continue to support",,,,positive,,negative,
"Received the goods, waited a little long but the goods are luxurious and smooth",,,,,,negative,
"Pictures are for coin receipt purposes only, ok, pretty fast delivery, good price",,,,positive,,positive,
"Fast delivery Lipstick has beautiful color In general it's ok, etcetera, etcetera",,,,,positive,positive,
"Same model, worth the price",,,,positive,,,
"The color 01 on my hand is the color of this lipstick in real life. The quality of the lipstick is quite good, but I don't know if it's just me or what, but it's a bit difficult to blend.",,positive,,,neutral,,
"This is the 3rd time buying from us ? the lipstick is really good and the color is also good, I bought it right on sale so I'm very satisfied ?",,,,positive,positive,,
"Extremely fast delivery, received the goods in 4 days =))",,,,,,positive,
"I say it's beautiful sxx lunn aaa the quality isn't very dry but I'm looking for 30ka on sale but I like it, this color is like bbia 38 mng you should buy it",,positive,,positive,neutral,,
"The lipstick color is so pretty and cheap too, the wait is a bit long but it's so worth it",,,,positive,positive,negative,
"Photos and videos are unrelated. The lipstick fragrant, I haven't tried it yet so I don't know, but it looks smooth and the outside is sturdy in the hand. Should buy",,positive,positive,,,,
The lipstick is very beautiful and has the right color so you should buy it,,,,,positive,,
"Fast delivery, beautiful color, I really like it on my lips but when I apply lip gloss, it feels like I'm applying Buddhist oil :( my lips feel numb and have a smell",,negative,negative,,positive,positive,
"Nice lipstick color 403 is very beautiful. Nice packaging, standard color. Should buy",,,,,positive,,
All are color 403 hahaha ? super beautiful Delivery took a while ?,,,,,positive,negative,
Lipstick is as delicious as a lover. Want to The spa is so small and beautiful,,,positive,,,,
"Delivered on time, authentic color, especially the smell is very fragrant?",,,positive,,positive,,
"Color 25 is super pretty, lasts a long time but is a bit dry on the lips The shop also packs the goods very carefully",positive,negative,,,positive,,positive
"Due to translation, there was a delay. But it's okay. The delivery shipper is extremely handsome and caring. Hihi. The lipstick is genuine, the scent is great and the lipstick is beautiful. (Please get some coins from the shop ?)",,positive,positive,,,positive,
"Looking at the reviews, they all say it's powdery, but I really like it on my lips. It's just powder at first, but you add a few more layers and it's very beautiful. The color I bought to base my lips is quite beautiful, and the pale milky pink color on my cheeks is very beautiful. Should buy",,neutral,,,positive,,
"Excellent product quality, very fast delivery, high quality good product",,,,,,positive,
"Use: for lipstick The color on the lips looks so pretty, it's ok and lasts long, the price is cheap and seems to be of good quality",positive,,,positive,positive,,
"You should buy it, everyone This color style is very easy to paint amazingly beautiful color",,,,,positive,,
"Fast delivery. The packaging is beautiful, looks genuine. The lipstick is soft, smooth and light on the lips. Color 502 is earthy pink and looks youthful, color 302 whitens teeth, and velvet red. Like it ?",,positive,,,positive,positive,
"Delivery took a bit long, but in return, I am satisfied with the goods received. Carefully and beautifully packaged. Lipstick color is also quite beautiful. Quality will be evaluated further after use.",,,,,positive,negative,
Uses: ok Texture: beautiful Color fastness: ok The scent is smooth and creamy,positive,positive,positive,,,,
"Uses: very pretty lipstick, cheap price, so buy",,,,positive,,,
"The lipstick color is beautiful, the smell is not very fragrant. Pack the product securely..",,,positive,,positive,,positive
"Quality products, beautiful lipstick color, beautiful lipstick shell, enthusiastic consulting shop",,,,,positive,,
"The color is beautiful, it has a light chocolate scent and the shell is super pretty. I'll wait until I have money to buy more, but I'm so poor ?",,,positive,,positive,,
"The lipstick color is beautiful, it of chocolate, it feels smooth and silky when applied but it doesn't last long, the price is too cheap for a lipstick, it's a western color.",negative,positive,positive,positive,positive,,
"The quality is quite good, it's a bit difficult to blend evenly when blending. I planned to blend lightly but it's a bit difficult. Overall, for those who like matte lipstick, this product is very good, it's a bit difficult to spread, just use the stick to spread the lips evenly, the overall finish is very good, you should buy it.",positive,negative,,,,,
"The lipstick color is beautiful, not sticky. Long lasting, but very smooth. Everyone should buy, I hunt for sales so it's cheap but really good",positive,positive,,positive,positive,,
"Good product, slightly unpleasant smell, beautiful color, good price. (color 02)",,,negative,positive,positive,,
"Lovely product, the lipstick good but the color fades quickly Fast delivery carefully packaged",negative,,positive,,,positive,positive
"Extremely disappointed with the quality of the lipstick, the powder is horrible, even after exfoliating my skin, it's still powdery, clumpy like clay. The more I hoped for, the more disappointed I was.",,negative,,,,,
"Use: beautiful Structure: D Color fastness: d The lipstick is so beautiful and lovely, it took a while to arrive, almost 2 weeks",neutral,neutral,,,,negative,
"The lipstick is soft and smooth, the shell is sturdy in the hand. What I don't like is that when I hold it, there will be fingerprints on the case",,positive,,,,,
"Beautiful lipstick, haven't used it yet but it good but it's cheap I spent 50k for 2 tubes with vouchers and coins ?",,,positive,positive,,,
"Super smooth lipstick Skin-toning color This is so amazing, everyone Very worth buying",,positive,,,positive,,
"The lipstick is beautiful, but shipping took a bit long. The powder is more powdery than I expected, it's quite drying on my lips",,negative,,,,negative,
"Looking good, everyone. But the lipstick doesn't stick to my lips very well. But at this price, I don't ask you for anything else…,…",negative,,,positive,,,
"The color looks a bit flat and dry on the lips. I bought color 201. The lipstick is not matte. After drinking a little water, it to the straw and easily wipes off the lipstick",negative,negative,,,positive,,
Nxiuxujwowxmnxjdisnxix very dry lipstick beautiful color feviodwvheejuec,,negative,,,positive,,
"The color is beautiful, the lipstick is just like the picture, the shop is quite enthusiastic and the lipstick right in the right color",,,positive,,positive,,
"The product is so beautiful and amazing, I couldn't expect anything more. Thank you to the supplier, manufacturer, thank you to the seller, thank you to the e-commerce platform, thank you to the carrier for giving me the opportunity to use a good product like this. The packaging is very beautiful. Indeed, the seller has put a lot of thought into it",,,,,,positive,positive
Close the call carefully and concisely. There is also a warning for fragile items. Lipstick color 24 is super suitable. Also got a cute poster card,,,,,positive,,positive
"V26 has a beautiful crest, suitable for dark skin like me. Bought as a gift so you can save a little money as the video is only for receiving coins",,,,,positive,,
"Delivered in full, correct model, haven't used it yet so don't know how the quality is. Tested and found the pretty color quite similar to the photo Overall, it's okay and pretty",,,,,positive,neutral,
"Uses: Dep Texture: beautiful Color fastness: on The lipstick is beautiful mmmm. The material is soft, not powdery or j. Worth buying",positive,positive,,,,,
"Applying mascara makes it longer, but it's not very thick and conceals flaws very well. The lipstick is soft, but why is it so difficult to apply it on my lips because it to one place? The smell of the products is fragrant.",,neutral,positive,,,,
"Delivery about 3-4 days, the lipstick is sturdy, the brush pullout seems to be tighter than before so the lipstick doesn't stick to the brush body and the brush tip takes just the right amount of lipstick but not too much. I usually buy color 24 but I heard color 25 is hot so I bought it to try, brown like chocolate, dark color, a lot of reddish brown, if applied in a very thin layer, it still looks red on the lips.",,,,,positive,neutral,
"The product is ok, the matteness is not much, the lipstick is light and smooth, can't be used for going out to eat or drink, but it's beautiful for makeup and photo shoots. Pack carefully",negative,positive,,,,,positive
"Matte lipstick, applies well to lips. But it also passes quickly. Beautiful color. Even if it gets wet, wipe it off with your hands",negative,,,,positive,,
"Uses: Beautiful color, but a bit drying on the lips, vanilla scent Texture: beautiful Color fastness: not durable, easy to wash off like lip balm?",negative,positive,positive,,positive,,
"Fast delivery, well packaged products, complete products, good service from the shop",,,,,,positive,positive
"Beautifully packaged Use it and come back to it later …,,,,,,,,,,,,,,,,",,,,,,,positive
"Super pretty lipstick The color is beautiful, the smell is not too unpleasant You should buy it",,,neutral,,positive,,
"The lipstick applied on the lips does not dry out, the color is also very beautiful, I really like it",,positive,,,positive,,
Color fastness: 7/10 Uses: MAkeup Texture: SPECIFIC One plus point is that the color is very true to the photo. Smooth creamy texture,positive,positive,,,,,
"You should buy it everyone, the color is so beautiful on your lips and the quality is amazing?",,,,,positive,,
"The lipstick color is beautiful, the color is correct, the lipstick smell is quite okay, does not make the lips feel dry, will still support.",,,positive,,positive,,
"In fact, compared to the price, the lipstick is very beautiful from the quality to the packaging, even though the wait is a bit long, it is still worth buying",,positive,,positive,,positive,
"Wow, I really like it. The lipstick color is very beautiful. Foreign store so delivery took a while",,,,,positive,negative,
"The lipstick is so smooth Cheap and quality Pack the product securely In general, it's very ok",,positive,,positive,,,positive
"It's ok,, the comment is just accepting, the lipstick goes on very smoothly",,positive,,,,,
The lipstick color is very pretty and the delivery is extremely fast…,,,,,positive,positive,
"Cheap price, very pretty lipstick color, smooth lipstick quality. In general, it's worth the money so you should buy it",,positive,,positive,positive,,
"Ordered on 12/15 and delivered, good, color is nice, overall ok",,,positive,,positive,positive,
"The color is very beautiful, the smell is a bit but the seller packed the goods too carelessly :(( The image is for the purpose of receiving coins",,,negative,,positive,,negative
104 super pretty earthy orange brown styles. 301 has a slightly earthy red color and is so cute. I often use 104 as a base layer and then apply 301 to make my lips look so beautiful. The lipstick is soft and smooth and lasts for a long time even if you don't eat anything.,positive,positive,,,positive,,
I'm hunting for the code so it's only 935 VND. I like it very much. Beautiful color and fragrance. Super fast delivery,,,positive,positive,positive,positive,
"The lipstick color is very pretty, it good, the shop has very good service and super fast shipping",,,positive,,positive,positive,
Fast delivery,,,,,,positive,
"The lipstick applies very smoothly, lightly on the lips but I find it doesn't stick to the lips very well, but compared to the price it's very ok",negative,positive,,positive,,,
"This color is very western but a bit too orange, please note when buying, mixing will make it look better",,,,,negative,,
"Cheap price, beautiful color, delivery takes a",,,,positive,positive,negative,
"Goods delivered quite quickly, packaged carefully and securely, when checking the barcode it showed 160k and not yet verified =))",,,,neutral,,positive,positive
Beautiful colorpppppp beautiful delivery very You should buy it,,,,,positive,positive,
"The lipstick has the right color, the shop packed the goods very carefully, you should buy it mnggg",,,,,positive,,positive
"The lipstick is also soft and smooth, when applied to the hand, the color is slightly orange, when applied to the lips, it has a pink tone. For the price, it's ok.",,positive,,positive,neutral,,
"Oh my god, this lipstick is so good, the smell is so good, the lipstick quality is really smooth and the packaging is beautiful. I should buy it. It's my first time buying lipstick on shoppe and I like it. Fast delivery within 3 days. ?",,positive,positive,,,positive,
"The lipstick color is very pretty Smooth texture It's quite sturdy, compared to the price it's ok r",positive,positive,,positive,positive,,
"Delivered as fast as expected, lovely brush set, haven't used it yet so don't know how it is.",,,,,,positive,
"Delivery took a while due to the epidemic, the shop packaged very carefully, delivered the right color,",,,,,positive,negative,positive
"Quality corresponds to price. It's ok to buy it to practice makeup and play around. The lipstick smell is a bit unpleasant and when you wipe it off, it will sting your lips a bit.",,,negative,positive,,,
"The shop carefully packages the goods. The lipstick is very genuine. Maybe because of the pandemic, delivery took a little longer",,,,,,negative,positive
"The lipstick is very beautiful and was given as a gift, so unfortunately I ordered the wrong color",,,,,neutral,,
"Uses: msaf I think the color is quite beautiful with skin tones. At first, I liked the slightly brown, orange-orange style, but this one is a bit brick-colored, but it's ok. When applied to the skin of the hands, the color is more accurate than the lips. If you want to get the right color, you must use a little concealer on your lips. The smoothness is ok",,positive,,,positive,,
The lipstick has a beautiful color and a wonderful fragrance that will support the shop for a long time,,,positive,,positive,,
"The packaging is extremely neat, I didn't expect it to be so good. The lipstick is matte but quite soft on the lips. It dries quickly so you have to blend it quickly. However, color 914 is a bit difficult to use because it has many purple shades, so please pay attention to choosing the color.",positive,positive,,,negative,,
Pack carefully. Light fragrance. Smooth lipstick. The color is a bit wrong; Red color when applied is orange.,,,positive,,negative,,positive
"Great product quality, very good shop service, very good value for money",,,,positive,,,
"Cute lipstick. Lovely packaging. The price is cheap compared to such quality which is okay. The lipstick so good, like caramel",,,positive,positive,,,positive
"The lipstick color is super super pretty, I will support this shop for a long time ?",,,,,positive,,
"Good auth products, everyone The lipstick has a smooth, light scent on the lips Shipper is friendly",,positive,positive,,,positive,
Texture: creamy Color fastness: 2 hours Uses: lipstick Delivery took quite a while because it is an international shop but still very satisfied with ohamar aj product,neutral,neutral,,,,negative,
"Beautiful lipstick, cheap price, bought a lot at the store so it's ok. Due to the translation, delivery took quite a while, but the correct product and color were delivered, so it's okay. Will come back to buy more. You should buy it, guys. Very nice",,,,positive,,negative,
"The lipstick color is beautiful, delivery took a while but the product is ok, recommended to buy. Ucýtaù4kh ok duk6lyi5wkucký5eýmktu4nt4j5ngkfjydm ídmgtmmyntaysj6wkyxyia5isuli5wiyiwo6djt5iwng",,,,,positive,negative,
"Beautiful, color 402 is slightly brown, yellow skin is not very suitable, color 501 is beautiful but slightly pink is ok but not ok for very yellow/dark skin. Should buy, I recommend buying color 501 because it's okay ?. Photos & videos of coin receiving properties",,,,,neutral,,
"Fast delivery time, sturdy product packaging, slightly different color.",,,,,negative,positive,positive
"Beautiful lipstick, really fragrant chocolate smell, the color is beautifulppppppp",,,positive,,positive,,
"The lipstick is very beautiful, delivery took a while but it's ok, packaged carefully,",,,,,,neutral,positive
"Fast delivery, carefully packaged, genuine color, really like it ?",,,,,positive,positive,positive
"It's okay to say Hong Bic, but the color is so pretty, ladies. If you have dry lips, don't worry. This color is so pretty. You should buy lipstick that will last a long time if you don't eat or drink.",positive,positive,,,positive,,
"Delivery is quite fast. The shop packaged carefully and delivered all the goods. However, the lipstick is a bit dry and sticky, but at this price, I don't expect too much",,negative,,positive,,positive,positive
"The velvet cover is really beautiful and the color is also so beautiful, going out for Christmas is just a waste of time ? SEO hunting for 1c only costs 80k, I can't believe it =))",,,,positive,positive,,
"Beautiful lipstick, good fragrance, beautiful packaging, sturdy product, extremely fast delivery, I just ordered yesterday and received it today ?",,,positive,,,positive,positive
The lipstick is so pretty that everyone loves it but I don't know how to wear it,,,,,positive,,
"Beautiful color, fragrant lipstick :))",,,positive,,positive,,
The color is so pretty! super good!,,,positive,,positive,,
"The quality of the lipstick is ok, it's a bit easy to wear every night, everyone can experience it for themselves and buy one.",negative,positive,,,,,
"The lipstick is lighter in color than the sample photo. Easier to wear than lipstick. I don't like this lipstick. Either it falls apart or it just to your lips. Overall, I don't like it very much.",negative,,,,negative,,
"The lipstick is super pretty, the cover is beautiful too, the price is for a student, it's so pretty you should buy it",,,,positive,,,
"Color 939 is ugly, please note the pink color Apply on skin tones like 922 and v17 velvet Quite stubborn",positive,,,,neutral,,
"The lipstick looks beautiful on the eyebrows, feels heavy in the hand, sturdy, reasonably priced and super affordable. You should buy it",,,,positive,positive,,
"Fast delivery, very carefully packaged, test the color and it looks beautiful 10 VND ~~",,,,,positive,positive,positive
"Beautiful lipstick, fast delivery, excellent product quality, securely packaged",,,,,,positive,positive
It looks quite pretty but the smell is a bit horrible but it's cheap so it's ok,,,negative,positive,,,
"Beautiful lipstick, fast delivery, shop mall too so rest assured, color 25 is so beautiful hihi",,,,,positive,positive,
"The color is quite beautiful and a bit matte, with a light, pleasant orange scent, reasonable for the student's price, and packed quite well",positive,,positive,positive,positive,,positive
"The color is too brown, anyone with white skin would be more beautiful, the fragrance is light, not If you apply it, it will wash off, but if you use it for a short time, it's OK. The image is unrelated ?.",positive,,positive,,negative,,
"Fast delivery, fragrant lipstick, smooth texture. This color is applied in thin layers and it looks natural. ?",,positive,positive,,,positive,
"The shop packaged carefully, authentic products, I'm very satisfied! Oh, I have a very nice thank you card",,,,,,,positive
"Beautiful design. The substance is quite thick, a bit difficult to spread. This color is lighter than I thought. Not matte but still smudges and floats if touched. Temporarily satisfied",negative,negative,,,neutral,,
"Beautiful color, very In general, this color is very suitable for many skin types, so buyaaaa",,,,,positive,,
"Delivered in the right color, the lipstick is very smooth and easy to spread, but it's a bit dry on the lips overall so I should try it",,neutral,,,,positive,
"Even though the color is fragrant, the color is also very beautiful. Unfortunately, due to the epidemic, delivery took a while but this is not a problem hehehehe",,,positive,,positive,negative,
"Beautiful lipstick and very fragrant, bought on sale for 99k, really worth the money. Very pretty red-brown color, not picky about skin color, suitable for this Christmas season.",,,positive,positive,positive,,
"Product packaging is very nice and sturdy The lipstick color is beautiful, smooth, v18 is a bit dry",,neutral,,,positive,,positive
"The lipstick is very pretty, the color is beautiful, the smell is pleasant but it wears off quickly, but for this price it's very ok ?",negative,,positive,positive,positive,,
"The lipstick feels smooth and silky on the lips, the smell is very fragrant, and the delivery is super fast.",,positive,positive,,,positive,
Ordered during the 11/11 sale so the price is quite cheap. Delivery took a while but it's okay ?,,,,positive,,negative,
"Beautiful lipstick color, soft and smooth, does not reveal lip lines. Fast delivery, sturdy product packaging.",,positive,,,positive,positive,positive
The lipstick applies smoothly on the lips. Beautiful lipstick color. Beautiful and luxurious design. Very satisfied. Thank you shop ?,,positive,,,positive,,
Very fast delivery. I just hope foreign shops are as fast as this shop. Really like it,,,,,,positive,
"Pack the goods very carefully! Delivery took a while but it's okay! The lipstick is very beautiful and like orange juice, but the outer shell has a very pungent smell that is hard to smell. Everyone should support the shop! … … . … … …thank you very much store..",,,negative,,,negative,positive
I don't know why I ordered this eyebrow pencil ? both lipstick and liner are matte and take forever to remove ?,positive,,,,,,
"The color is beautiful, the lipstick is so light that it feels like no lipstick at all, and it's also matte. The only downside is that it doesn't smell good, it's quite chemical, but at this price, I recommend everyone to buy a few to use :)))",positive,positive,negative,positive,positive,,
"Fast delivery. Quality products, shop. (Images are for coin recognition purposes only because this is another lipstick shop ?)",,,,,,positive,
The shop carefully wraps the goods and delivers the correct products Will continue to support the shop,,,,,,,positive
"The lipstick is very smooth and easy to use, but it wears off quickly. The rest is ok and I even received it as a gift",negative,positive,,,,,
"Color fastness: Good The color is very beautiful, the shell is very luxurious. It's especially fragrant. When you wipe it off, it still leaves a fragrant scent. Even after an hour of smelling it, it's still very fragrant.",positive,,positive,,positive,,
"I received the lipstick, I will always use this one lipstick color, whether I'm black or white it's suitable, my lips turn orange if I apply it lightly, if I apply it boldly it will turn out an earthy color.",,,,,positive,,
The case looks luxurious. The color looks different from the picture but overall the price is cheap compared to such a high quality lipstick ? this is the 5th merzy one I have,,,,positive,negative,,
"The lipstick is very pretty ?It took a little while to ship, but I still rate the shop 5 stars. The color is so beautiful. Everyone should buy it too ?",,,,,positive,negative,
"The lipstick is beautiful, smooth on the lips, quite matte, the price is so cute hihihi I will support it for a long time",positive,positive,,positive,,,
"Fast delivery, very carefully packaged, the lipstick color tested on the lips is like the picture I took for you to refer to when buying, but the lipstick I bought is darker on the outside than the picture, I like it very much, will continue to support the shop?",,,,,positive,positive,positive
"Because it's being shipped to my friend, I don't have actual photos, but the price is cheap, I bought it on sale, beautiful colors, and fast delivery. I really like it ?",,,,positive,,positive,
"The lipstick is creamy so it doesn't dry out the lips, the color is beautiful, and the price is quite",,positive,,positive,positive,,
"Nice color, not very durable",negative,,,,positive,,
"Fast delivery, sturdy packaging, very pretty lipstick",,,,,,positive,positive
Sp ok giao hành,,,,,,positive,
Bought 2 palettes of brick orange and brown red. The brick orange is beautiful while the brown red mixed with plum red makes it a bit old,,,,,neutral,,
The lipstick has great color but it's a bit powdery and dries out the lips It lasts about 2-3 hours and goes away on its own,neutral,negative,,,positive,,
"Almost a dupe of the famous blackrouge a12, although the orange color is a bit more yellow. Longer lasting than black rouge. It's cheap so you should try it",positive,,,positive,positive,,
"The lipstick color is pretty and trendy, but the color is not very even when applied and is a bit dry. For those of you who want to try, just buy it because the price is so cheap and it also like sicula",,negative,positive,positive,positive,,
"Correct product delivery, long delivery time. Carefully packaged",,,,,,negative,positive
"Packed carefully, securely, color is correct, recommended to buy…",,,,,positive,,positive
"Fast delivery. Enough, correct model. Product as described. Reasonable price. Quality",,,,positive,,positive,
"The lipstick is so pretty, well packagedpppp Jjdwbbajajsbsababaxssjne",,,,,,,positive
"The lipstick is okay, but the color palette isn't quite right. I ordered brick red but it doesn't look good",,,,,negative,,
"Although the color on the picture and the outside is slightly different, the color on the outside seems brighter, but the lipstick quality is ok, soft and smooth, with a sale price like this, it's ok ? I mixed 2 colors, 101 for the base and 301 for the lips, sorry I used a little filter ?",,positive,,positive,neutral,,
The lipstick color is super super pretty! Packed very carefully! Very cheap compared to this good quality!,,,,positive,positive,,positive
Uses: beautiful lip color Texture: soft and easy to whip Color fastness: just started using it so I don't know how long the color will last Delivery took a while,neutral,positive,,,positive,negative,
"The lipstick shop delivered quite quickly, the lipstick has a stamp but I don't know if the new sample stamp is different from the previous 2 lipsticks I bought, the lipstick color is ok.",,,,,positive,positive,
"Fast delivery, sturdy packaging, cheap but beautiful, light scent",,,positive,positive,,positive,positive
"Ok product, suitable for the price Image not related to product Very worth buying",,,,positive,,,
Uses: yes Texture: okay Color fastness: long and quality Quality goods and fast delivery The shipper is friendly,positive,positive,,,,positive,
"The shop missed me 1 lipstick and immediately refunded it to me, beautiful lipstick at a cheap price",,,,positive,,,
"Bought at sale price so don't ask for much. The color is a bit dull and picky on the skin. Let my sister use it, kkk. The video of the photo receiving coins is irrelevant ><",,,,positive,negative,,
"Delivery took a while, but when I opened it, I found it to be a bit expensive. Let me try it out and rate it next time",,,,,,negative,
"A bit disappointed because the lipstick on my lips is not the color I expected (used ckd) ? picture 1 is 1 layer of lipstick, picture 2 is 2 layers, picture 3 is me adding 1 more layer of black lipstick before polishing like the picture. Btw the base layer looks pretty after fading off, the packaging is always beautiful beyond words.",,,,,negative,,
Son is very beautiful Soft lips Good quality compared to price Everyone should buya,,positive,,positive,,,
The epidemic situation is stressful but the shop still packs and delivers very quickly,,,,,,positive,neutral
Delivery time is quite fast. Product quality is stable. Small but very sturdy in hand. Product packaging is a bit poor.,,,,,,positive,negative
The brightest color powder but matches my skin. The orange light is very beautiful. Smooth lipstick. Beautiful color. But both are a bit small ?. Thank you shop. Next time swx will continue to support,,positive,,,positive,,
"The goods are carefully packaged, the quality is beyond genuine.. I have ordered from the shop two or three times already.. will continue to support the shop!",,,,,,,positive
"Uses: Beauty Texture: r Color fastness: ok Beautiful goods. Big, puffy bow…!,!;&3&:",positive,neutral,,,,,
"Product quality is ok, full delivery at this price, everyone should buy it Because I'm lazy to take pictures, I chose big photos",,,,positive,,positive,
"Lipstick color is beautiful, luxurious, suitable for seductive, mature style",,,,,positive,,
"The lipstick has a beautiful, smooth color, but dries a bit quickly. The lipstick quite similar to blackrouge, and the lipstick is quite sturdy in the hand.",,positive,neutral,,positive,,
"That's it =)) ? Because the product is shipped from abroad, it takes a while to dry, the smell is very fragrant and smooth, you should buy it…",,positive,positive,,,negative,
"The shop delivered the right color, the package was super sturdy, the lipstick smelled good. Fast delivery but the shop was not enthusiastic in advising",,,positive,,,positive,positive
"Oh my god, I was surprised when I received the goods because the packaging was so good. The lipstick color is super beautiful and the smell is extremely fragrant. Hunting for the 11/11 sale, buy 1 get 1 free, it's a super bargain ?",,,positive,positive,positive,,
"It doesn't have that smell, but the color is pretty, I've used this brand a lot so I like it very much",,,neutral,,positive,,
"The lipstick packaging looks very beautiful, but when applied to the lips, the powdery texture is not very pleasant",,negative,,,,,
"OK lipstick, good price, delivery time is a bit long, but the color is beautiful, you should buy it",,,,positive,positive,negative,
"Smooth lipstick, beautiful design, color is not like the picture…",,positive,,,negative,,
"The product is ok, great, good quality, beautiful, matte lipstick that meets all needs",positive,,,,,,
The lipstick is very beautiful and good. Fast delivery. Everyone should buy it ?,,,positive,,,positive,
"The color is so pretty, guys, you should apply many thin layers, it'll be prettier that way?",,,,,positive,,
The delivery is very nice. The lipstick is very smooth and the color is perfect. Not disappointed at all. Packed very securely.,,positive,,,positive,positive,positive
"The lipstick is quite beautiful, the smell is a bit strange, and it wears off quickly",negative,,positive,,,,
"What a beautiful packaging. Even the vorvungx was accidentally away. When it comes to the box, it's absolutely beautiful and has a luxurious design. Lipstick is about quality. When I bought color v07, I felt very satisfied with the color. The quality is nice, the lips are soft, the grip is also ok. Satisfied.(?)?",positive,positive,,,positive,,positive
"Dear dear, buy it because the color is so pretty!",,,,,positive,,
"The lipstick is beautiful, the color is perfect, the lipstick cover is luxurious and smooth. The smell is a bit",,,negative,,positive,,
"The lipstick color is both genuine, pretty and cheap. It's worth the money, you should buy it, everyone",,,,positive,positive,,
I bought it for the second time and have used it very well. It feels so soft and smooth on my lips…,,positive,,,,,
"The lipstick color is very pretty, the lipstick is soft but the color is very good. In general, I should buy it just to get the coins.",,positive,,,positive,,
"Received the goods very satisfied, wrapped with a shockproof bag so the product was not damaged. The appearance looks pretty and sweet, the eyeshadow color is quite good, the shimmer color adheres very well. According to previous customers' feedback, the lipstick is smooth, has a gentle scent, doesn't last very long but I like it ?",negative,positive,positive,,,,positive
Have purchased products from perfect diary many times. Shop closed and delivered securely. Beautiful product. Product quality is good. Will purchase next time. Thank you very much store.,,,,,,positive,positive
"Beautiful products, delivered quickly, and at a cheap price, that's great",,,,positive,,positive,
"Second time buying from this shop and very satisfied. Although the delivery took a while, it was worth the wait. The lipstick smell is not too Lips feel very soft when applied. Quite satisfied.",,positive,positive,,,negative,
"Okela, colors 1 vs 6 are great, color 2 is pink ? nnn",,,,,positive,,
"This color 23 has a super pretty brown sheen. Apply a light layer on the lips for a really natural color, darken to a very beautiful deep brown. Lipstick also lightens lips and blurs lip lines",,positive,,,positive,,
"The luxury is very good and smooth, but only one piece was delivered super longuuuuu ordered more than a month ago and the seller received the goods but the problem is that I bought 2 pieces at the cheap price during the sale. There's no need to discuss the quality",,positive,,positive,,negative,
Son ok compared to price. The color is,,,,positive,positive,,
"Cheap price, smooth lips, non-sticky lipstick, skin color, suitable for trend, carefully delivered",negative,positive,,positive,positive,neutral,
