text,stayingpower_pred,stayingpower_conf,stayingpower_true,texture_pred,texture_conf,texture_true,smell_pred,smell_conf,smell_true,price_pred,price_conf,price_true,colour_pred,colour_conf,colour_true,shipping_pred,shipping_conf,shipping_true,packing_pred,packing_conf,packing_true,msr_resolution,conflict_score,stayingpower_importance,texture_importance,smell_importance,price_importance,colour_importance,shipping_importance,packing_importance
"fast delivery, check that the product is genuine, the smell is quite fragrant and not strong. worth buying",negative,0.7639,None,positive,0.7331,None,positive,0.4744,positive,positive,0.8123,None,positive,0.7448,None,positive,0.8387,positive,positive,0.7075,None,negative,0.4862,0.1258,0.1485,0.1396,0.1474,0.1454,0.1499,0.1434
"the lipstick is very beautiful, the color is beautiful, the packaging is not very sturdy, but the product is still ok, no dents, so i'm quite satisfied, the price is also cheap, so don't ask for much. nck okay.",negative,0.7518,None,positive,0.7085,None,positive,0.6766,None,positive,0.8347,positive,positive,0.7564,positive,positive,0.5187,None,positive,0.7172,positive,negative,0.487,0.1258,0.1476,0.1435,0.1478,0.1454,0.1471,0.1428
"beautiful, quality products will come back to support the shop. fast shipping, everything is ok kakkakakakakakakkakkaka",positive,0.7363,None,positive,0.6848,None,positive,0.768,None,positive,0.8603,None,positive,0.8733,None,positive,0.9285,positive,positive,0.8551,None,negative,0.4921,0.1419,0.1441,0.1418,0.1426,0.1437,0.1442,0.1417
"color v26 is not an orange-based earthy brown but a pink-based deep earthy pink, the color is lighter than i thought, the color is not the same as the photo, still beautiful ?? but i already have many of these colors, a bit disappointed.",positive,0.4048,None,positive,0.4785,None,positive,0.5321,None,positive,0.6609,None,negative,0.5317,negative,negative,0.4007,None,positive,0.5324,None,negative,0.4925,0.1433,0.1441,0.1463,0.1471,0.136,0.1402,0.143
"uses: hair color color fastness: 8/10 the independence we pursue is a type of freedom of the soul, doing what we like in the time we want, without waiting for anyone's permission.",neutral,0.4911,positive,neutral,0.6362,None,positive,0.7189,None,positive,0.755,None,positive,0.6361,positive,positive,0.6007,None,positive,0.7648,None,negative,0.4959,0.1457,0.147,0.1413,0.1409,0.1432,0.1424,0.1395
"texture: the lipstick is a bit more liquid than i thought color fastness: the color is beautiful, does not sting the lips you should buy it, everyone",positive,0.4955,neutral,negative,0.634,negative,positive,0.4922,None,positive,0.623,None,positive,0.3895,positive,positive,0.3757,None,positive,0.4318,None,negative,0.495,0.1466,0.1334,0.1445,0.149,0.1431,0.143,0.1404
i've bought nearly a dozen of this color :)) i really like it you should buy it,positive,0.7869,None,positive,0.7406,None,positive,0.8942,None,positive,0.8726,None,positive,0.863,positive,positive,0.5419,None,positive,0.8585,None,negative,0.4945,0.1433,0.1439,0.1424,0.1423,0.1433,0.144,0.1409
"smooth lipstick, international products so long delivery. nice color, worth buying",positive,0.5722,None,positive,0.7598,positive,positive,0.8076,None,positive,0.7987,None,positive,0.868,positive,negative,0.776,negative,positive,0.7494,None,negative,0.4901,0.1433,0.1475,0.1466,0.1463,0.148,0.1253,0.143
"the lipstick is soft and smooth, the color is perfect, the shop packaged well and delivered quickly, it's worth the money and you also get a nice little lipstick as a gift. images are for coin recognition purposes only",positive,0.7572,None,positive,0.7435,positive,positive,0.8097,None,positive,0.8726,positive,positive,0.8442,positive,positive,0.8931,positive,positive,0.8546,positive,negative,0.4924,0.1424,0.144,0.1422,0.1425,0.1434,0.144,0.1414
"the color is so beautiful, the material is a bit spongy, suitable for the price so you should buy it, international products so delivery takes a while, in short, it's beautiful",positive,0.5731,None,positive,0.625,neutral,positive,0.7331,None,positive,0.7674,positive,positive,0.7921,positive,negative,0.7862,negative,positive,0.654,None,negative,0.4911,0.1445,0.1452,0.147,0.1472,0.1481,0.1263,0.1418
"the lipstick is super beautiful, applies quite smoothly on the lips, especially long lasting and does not stain when eating or drinking, delivery takes a bit long but still worth waiting for ??????",positive,0.6224,positive,positive,0.7849,positive,positive,0.8428,None,positive,0.8087,None,positive,0.8736,None,negative,0.7227,neutral,positive,0.7833,None,negative,0.4902,0.1451,0.1473,0.1462,0.1454,0.1473,0.1259,0.1428
"super pretty lipstick color, cheap price too. the lipstick doesn't smell very good but it's worth buying",positive,0.5729,None,positive,0.6151,None,negative,0.7183,neutral,positive,0.6685,positive,positive,0.7403,positive,positive,0.5872,None,positive,0.6333,None,negative,0.4911,0.1409,0.1455,0.1288,0.1475,0.1472,0.1464,0.1436
uses: new lipstick texture: good color fastness: 5 hours genuine product. very fast delivery dzj,positive,0.5093,positive,neutral,0.5702,positive,positive,0.7024,None,positive,0.7821,None,positive,0.7034,None,positive,0.8531,positive,positive,0.7821,None,negative,0.4946,0.1449,0.1461,0.1411,0.1414,0.1428,0.1435,0.1401
"the smell of chocolate. overall, it's okay, but i chose a color that was too light",positive,0.5597,None,positive,0.6487,None,positive,0.6002,positive,positive,0.7227,None,negative,0.4289,negative,positive,0.5004,None,positive,0.6231,None,negative,0.4916,0.1437,0.1454,0.1444,0.1448,0.1361,0.1443,0.1413
it's a bit dry but for the price it's ok. should buy should buy.... highly rated. dkdmamsbaajakakakk,positive,0.5649,None,negative,0.8209,negative,positive,0.4973,None,positive,0.7113,positive,positive,0.6056,None,positive,0.3825,None,positive,0.5186,None,negative,0.494,0.1446,0.1284,0.1435,0.1515,0.1463,0.1429,0.1428
"carefully packaged, fast delivery, domestic product but very good quality ????",positive,0.7308,None,positive,0.6841,None,positive,0.7544,None,positive,0.8615,None,positive,0.8683,None,positive,0.929,positive,positive,0.8405,positive,negative,0.4922,0.1419,0.144,0.1418,0.1427,0.1437,0.1443,0.1416
"the lipstick color is super beautiful. lightly apply v17 and v18 on lips, both are ok. packed super securely and even came as a gift. i like it so much",positive,0.7033,None,positive,0.6279,positive,positive,0.8639,None,positive,0.8387,None,positive,0.7665,positive,positive,0.5547,None,positive,0.8338,positive,negative,0.4939,0.1439,0.1445,0.1423,0.1417,0.1433,0.1437,0.1406
"the shop delivered relatively quickly, delivered all the correct colors, and will continue to support you in the future",positive,0.6831,None,positive,0.6382,None,positive,0.7534,None,positive,0.8445,None,positive,0.8009,positive,positive,0.9189,positive,positive,0.8009,None,negative,0.4919,0.1414,0.1441,0.1421,0.143,0.1436,0.1447,0.1411
"uses: this color is suitable as a lining texture: not very smooth, leaves lip lines color fastness: good the lipstick has a chocolate scent goods are packaged carefully and securely. cheap price, quality suitable for students",negative,0.5924,positive,negative,0.4575,negative,positive,0.5804,positive,positive,0.6899,positive,positive,0.4498,neutral,positive,0.4615,None,positive,0.4994,positive,negative,0.4902,0.1343,0.139,0.1455,0.1497,0.1429,0.147,0.1416
this color is very gentle and easy to use every day. i bought it for my mother to use. i buy this line over and over because i can eat and drink comfortably and my lips still look beautiful. buy it mn????????,positive,0.7239,None,positive,0.6848,None,positive,0.8394,None,positive,0.837,None,positive,0.7609,positive,positive,0.6617,None,positive,0.8337,None,negative,0.4932,0.1434,0.1442,0.1423,0.142,0.1432,0.144,0.1408
"it's the first time i've been recommended by my sisters which lipstick to use first, this is my choice, it looks quite dark on application, trendy color 24 is very suitable for white skin tone like me, it's very light on the lips for normal orange shots without needing to use a filter, it's still very fresh. the lipstick is hard to wipe but it doesn't come off.",positive,0.5162,positive,positive,0.4974,None,positive,0.5752,None,positive,0.676,None,neutral,0.4526,positive,positive,0.5524,None,positive,0.5871,None,negative,0.4944,0.1457,0.1437,0.144,0.1433,0.1389,0.144,0.1403
"the color is very beautiful, the price is reasonable, it doesn't make the lips feel dry but it's difficult to spread and the color easily fades",negative,0.7418,negative,negative,0.6382,negative,positive,0.6395,None,positive,0.8138,positive,positive,0.6359,positive,positive,0.5156,None,positive,0.6042,None,negative,0.4889,0.1301,0.1335,0.1468,0.1525,0.1456,0.1476,0.1438
"fast delivery, fragrant lipstick. mid 2 colors look great together",positive,0.7384,None,positive,0.7108,None,positive,0.7696,positive,positive,0.8692,None,positive,0.8791,positive,positive,0.9349,positive,positive,0.8507,None,negative,0.4922,0.1419,0.1439,0.142,0.1427,0.1437,0.1442,0.1416
"the lipstick is cheap but has great quality, you should buy it, color 301 is better than 204",positive,0.6625,None,positive,0.6622,positive,positive,0.7627,None,positive,0.7799,positive,positive,0.5019,positive,positive,0.6246,None,positive,0.76,None,negative,0.4933,0.144,0.1447,0.1424,0.1416,0.1425,0.1443,0.1404
product quality is good packaged securely time is a bit long worth the money come buy,positive,0.57,None,positive,0.7255,None,positive,0.8015,None,positive,0.789,positive,positive,0.8452,None,negative,0.787,negative,positive,0.7338,positive,negative,0.4905,0.1438,0.1473,0.1469,0.1462,0.1479,0.1251,0.1428
"the product is beautiful, i have bought it 3 times here. fast shipping, fast delivery:(((((((",positive,0.7405,None,positive,0.7017,None,positive,0.7762,None,positive,0.8733,None,positive,0.8888,None,positive,0.9397,positive,positive,0.8538,None,negative,0.4921,0.1416,0.1439,0.142,0.1427,0.1438,0.1442,0.1417
"the lipstick is not very matte, delivery is quite fast, smells of chocolate, temporary color is okay",negative,0.8722,negative,positive,0.5786,None,positive,0.5833,positive,positive,0.8202,None,positive,0.6761,positive,positive,0.7043,positive,positive,0.6944,None,negative,0.4887,0.124,0.1458,0.1429,0.1492,0.1444,0.1497,0.144
"packing ok comes with a lovely card due to the pandemic situation, delivery may take a while. i sympathize standard lipstick",positive,0.5833,None,positive,0.7565,None,positive,0.8176,None,positive,0.7959,None,positive,0.8587,None,negative,0.7647,neutral,positive,0.759,positive,negative,0.4901,0.1441,0.1476,0.1466,0.1458,0.1477,0.1253,0.1429
"cute lipstick design, beautiful lipstick color, especially 501. however, the lipstick quality is okay but when i apply it, it doesn't stick to the upper lip line ??",negative,0.7085,negative,positive,0.5464,positive,positive,0.6688,None,positive,0.8145,None,positive,0.5349,positive,positive,0.5066,None,positive,0.6526,None,negative,0.4881,0.1286,0.1447,0.1456,0.1493,0.1415,0.1473,0.143
"the lipstick is very beautiful, the color is fragrant, and the delivery took quite a while, well packaged, and the shipper was polite",positive,0.6152,None,positive,0.7948,None,positive,0.8332,positive,positive,0.822,None,positive,0.8902,positive,negative,0.7548,negative,positive,0.7716,positive,negative,0.49,0.1437,0.1474,0.1465,0.1462,0.1478,0.1254,0.143
fast delivery of pc-covid: 537900 is your otp code. the otp code is valid for 5 minutes hihi,positive,0.5212,None,neutral,0.5123,None,positive,0.7343,None,positive,0.8176,None,positive,0.7177,None,positive,0.8846,positive,positive,0.8008,None,negative,0.4936,0.1444,0.1455,0.1415,0.1418,0.1428,0.1436,0.1404
"i couldn't film a video, but i tried the lipstick and it smells so good. it smells like fat candy. the v18 color is very deep, much deeper than in the photo. on the lips, it's very flattering. my skin is dark blalalal. in short, it's a sale hunt, so it's fun.",positive,0.6222,None,positive,0.5393,None,positive,0.8212,positive,positive,0.7958,positive,positive,0.6398,neutral,positive,0.4929,None,positive,0.7858,None,negative,0.494,0.1445,0.145,0.1426,0.1415,0.1434,0.1428,0.1402
"super fast delivery, the color is so pretty, just the right christmas atmosphere.",positive,0.7556,None,positive,0.7082,None,positive,0.761,None,positive,0.8658,None,positive,0.8768,positive,positive,0.9361,positive,positive,0.8358,None,negative,0.4925,0.1422,0.1439,0.1419,0.1427,0.1437,0.1442,0.1414
"because it is a domestic product, delivery will take a little longer. the product is very beautiful and the color is very beautiful. i have not tested it yet because i bought it as a gift",positive,0.5143,None,positive,0.6781,None,positive,0.7386,None,positive,0.7183,None,positive,0.7586,neutral,negative,0.799,negative,positive,0.6885,None,negative,0.4904,0.1453,0.1478,0.1468,0.1453,0.1474,0.1252,0.1422
"beautiful lipstick color, securely packaged. saying they are amazing ????",positive,0.7826,None,positive,0.7445,None,positive,0.8821,None,positive,0.8768,None,positive,0.8827,positive,positive,0.6537,None,positive,0.8729,positive,negative,0.4936,0.143,0.144,0.1424,0.1423,0.1433,0.1438,0.1412
"receive all goods hahaha?! every time i wait in line, i'm tired of waiting",positive,0.5399,None,positive,0.6731,None,positive,0.7709,None,positive,0.7696,None,positive,0.8195,None,negative,0.7312,negative,positive,0.6842,None,negative,0.4903,0.1422,0.1466,0.1469,0.1468,0.148,0.1274,0.1421
"beautiful color, beautiful quality, sturdy packaging, no distortion of the lipstick box...",positive,0.7455,None,positive,0.7116,positive,positive,0.8794,None,positive,0.8669,None,positive,0.8474,positive,positive,0.56,None,positive,0.8601,positive,negative,0.4942,0.1434,0.1441,0.1423,0.1421,0.1433,0.1439,0.1409
"the lipstick is too smooth and the color is uneven, making the lip lines clearly visible",positive,0.5657,None,positive,0.6357,neutral,positive,0.5956,None,positive,0.7033,None,negative,0.4316,None,positive,0.6126,None,positive,0.5867,None,negative,0.492,0.1435,0.1447,0.1444,0.1442,0.1358,0.1468,0.1405
"beautiful lipstick, this is the second lipstick i use, the quality is very smooth and smells of cheap coffee",positive,0.7536,None,positive,0.7308,positive,positive,0.8613,positive,positive,0.8522,positive,positive,0.8125,None,positive,0.5531,None,positive,0.8492,None,negative,0.494,0.1434,0.1441,0.1422,0.142,0.1433,0.1442,0.1409
"the lipstick is smooth and silky, at first i was afraid the color wouldn't be what i wanted, but i received a color that i really liked. i wear this color in winter and use it regularly.",positive,0.6385,None,positive,0.7925,positive,positive,0.6608,None,positive,0.755,None,neutral,0.3815,positive,positive,0.5869,None,positive,0.6948,None,negative,0.4907,0.1423,0.146,0.143,0.1429,0.1384,0.1465,0.1409
"the lipstick is very smooth, everyone. it's much darker in person than in the video",positive,0.5946,None,positive,0.8031,positive,positive,0.5282,None,positive,0.706,None,negative,0.4442,None,positive,0.5992,None,positive,0.6204,None,negative,0.4914,0.1419,0.1473,0.1429,0.1439,0.135,0.1477,0.1414
"quite genuine, carefully packaged, reasonable price, overall worth buying",positive,0.7914,None,positive,0.769,None,positive,0.8779,None,positive,0.8757,positive,positive,0.8723,None,positive,0.6257,None,positive,0.8758,positive,negative,0.4937,0.1431,0.1438,0.1423,0.1422,0.1432,0.144,0.1412
delicious peachy taste but not sticky and easy to wear. the lipstick is also small,negative,0.8602,negative,positive,0.5698,None,positive,0.5926,None,positive,0.8096,None,positive,0.7024,None,positive,0.4679,None,positive,0.6545,None,negative,0.4887,0.1248,0.1457,0.1436,0.1498,0.1458,0.1467,0.1435
"beautiful lipstick, well packaged, very stable voltage.",positive,0.7701,None,positive,0.7194,None,positive,0.8877,None,positive,0.8714,None,positive,0.8718,None,positive,0.5881,None,positive,0.8649,positive,negative,0.4942,0.1433,0.1441,0.1423,0.1422,0.1433,0.1439,0.141
"after using it for a while, i forgot to rate it ?? ?? so the shell is a little scratched :))) the quality of the lipstick feels smooth, a bit matte :3 but at this price i can't ask for anything more, it doesn't make my lips look soft but i have to take care of it to get a beautiful color. in my opinion, 402 has a brighter red tone, while 403 has a darker brown tone, it's beautiful?",positive,0.5455,positive,positive,0.6192,positive,positive,0.6483,None,positive,0.7078,positive,neutral,0.4633,positive,positive,0.484,None,positive,0.6563,None,negative,0.4934,0.1453,0.1457,0.143,0.142,0.1405,0.1434,0.1401
beautiful but a bit difficult to spread. it's fast but at this price it's ok. the packaging is also prettyhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,negative,0.5272,negative,negative,0.7917,negative,positive,0.5594,None,positive,0.7741,positive,positive,0.5711,None,positive,0.5742,None,positive,0.5306,None,negative,0.4911,0.1375,0.1291,0.1453,0.1526,0.1449,0.1483,0.1424
beautiful color hsjdhdhhxbxhdgdbdbhxhxbcbdbxhxhxhxhxxhxhc,positive,0.7647,None,positive,0.723,None,positive,0.8839,None,positive,0.8742,None,positive,0.8596,positive,positive,0.5795,None,positive,0.8747,None,negative,0.494,0.143,0.1439,0.1424,0.1423,0.1432,0.1438,0.1413
"color fastness: nice uses: nice texture: nice fragrant lipstick with beautiful color and cheap price, i really like the domestic lipstick models",positive,0.6102,positive,positive,0.4942,positive,positive,0.842,positive,positive,0.8306,positive,positive,0.7854,positive,positive,0.6262,None,positive,0.8411,None,negative,0.4938,0.1444,0.1454,0.142,0.1414,0.1432,0.143,0.1405
"beautiful lipstick with smooth, matte texture. the bird is very happy. each item takes a long time to deliver",positive,0.5924,None,positive,0.7693,positive,positive,0.8162,None,positive,0.7958,None,positive,0.8632,None,negative,0.7587,negative,positive,0.7651,None,negative,0.49,0.1445,0.1475,0.1464,0.1457,0.1476,0.1253,0.143
"uses: very good texture: smooth cream, fragrant with chocolate scent color fastness: haven't tried it yet but looks beautiful..",neutral,0.4896,neutral,neutral,0.5666,positive,positive,0.776,positive,positive,0.7911,None,positive,0.6379,None,positive,0.6082,None,positive,0.7992,None,negative,0.4953,0.1453,0.1462,0.1415,0.1411,0.1432,0.1427,0.14
"the color 939 is very ugly, it's like lotus pink mixed with brown but it's not deep enough and looks disgusting.",negative,0.5134,None,negative,0.728,None,negative,0.3826,None,positive,0.6029,None,negative,0.6464,negative,negative,0.5984,None,negative,0.4751,None,negative,0.4983,0.1424,0.1352,0.1472,0.1536,0.1381,0.1397,0.1438
"the color tone is very beautiful. after applying the lip balm, the lipstick layer is very smooth. i will always support the shop.",positive,0.7651,None,positive,0.7303,positive,positive,0.8772,None,positive,0.855,None,positive,0.8054,positive,positive,0.5521,None,positive,0.8481,None,negative,0.4942,0.1434,0.144,0.1423,0.1419,0.1432,0.1443,0.1408
i'm very slow with delivery and it takes a long time to hunt for sales so it's ok nnnnnnnxjznbsnznznxnznzn,negative,0.5387,negative,positive,0.5244,None,positive,0.6841,None,positive,0.7581,positive,positive,0.7489,None,negative,0.7921,negative,positive,0.6079,None,negative,0.4893,0.1363,0.1443,0.1483,0.1502,0.149,0.1286,0.1433
"uses: beautiful lipstick, thank you store texture: substance color fastness: good come and buy it soon ladies, get your lipstick the right color",neutral,0.4961,positive,neutral,0.6041,positive,positive,0.7323,None,positive,0.7659,None,positive,0.5965,positive,positive,0.6668,None,positive,0.7599,None,negative,0.4957,0.1453,0.1467,0.1413,0.1413,0.143,0.1428,0.1396
"lipstick is very beautiful but please ask the shop to review the shipper and give me 1 star business attitude is really confusing :))) the next day when i see this guy again, i'm sure i'll die",negative,0.503,None,negative,0.8327,None,negative,0.4479,None,positive,0.6692,None,negative,0.4867,None,negative,0.6068,negative,negative,0.4729,None,negative,0.4959,0.1425,0.1317,0.1445,0.1554,0.1431,0.1392,0.1435
"uses: page die mr texture: looks color fastness: nom fast shipping, beautiful color, genuine product. i found a cheap deal so i'm happy with it",neutral,0.5047,neutral,neutral,0.6389,neutral,positive,0.7003,None,positive,0.7749,positive,positive,0.6782,positive,positive,0.7915,positive,positive,0.7679,None,negative,0.4956,0.1454,0.1469,0.141,0.1414,0.1429,0.1429,0.1395
product quality is good nice and sturdy packaging fast delivery time,positive,0.744,None,positive,0.7038,None,positive,0.7762,None,positive,0.8743,None,positive,0.8918,None,positive,0.9365,positive,positive,0.8551,positive,negative,0.4922,0.1417,0.1439,0.142,0.1428,0.1438,0.1442,0.1417
"the lipstick is so pretty, the smell is almost like orange, the lipstick is matte, the color is so pretty",positive,0.6699,positive,positive,0.6274,None,positive,0.8049,neutral,positive,0.8099,None,positive,0.62,positive,positive,0.5406,None,positive,0.7964,None,negative,0.4934,0.1441,0.1445,0.1423,0.1415,0.1431,0.144,0.1405
product quality is good. pack the goods carefully. shop delivers quickly,positive,0.7033,None,positive,0.6593,None,positive,0.7514,None,positive,0.8585,None,positive,0.8289,None,positive,0.9372,positive,positive,0.8229,positive,negative,0.4919,0.1417,0.1439,0.142,0.1429,0.1436,0.1445,0.1414
the lipstick smells like chocolate the price is very reasonableyyyyyyyyyyyyynnnnnnnnn,positive,0.8022,None,positive,0.7676,None,positive,0.883,positive,positive,0.8766,positive,positive,0.8602,None,positive,0.6186,None,positive,0.8696,None,negative,0.4939,0.1431,0.1438,0.1423,0.1422,0.1432,0.1441,0.1412
beautiful and fragrant lipstick jkskskkskskskskksksjshajjsjsjsjjsjsjsksjmskssj,positive,0.7671,None,positive,0.7309,None,positive,0.8774,positive,positive,0.865,None,positive,0.8458,None,positive,0.5674,None,positive,0.8572,None,negative,0.4941,0.1432,0.144,0.1423,0.1422,0.1433,0.144,0.1409
fast international delivery. quality as good product. will support,positive,0.7611,None,positive,0.7268,None,positive,0.7687,None,positive,0.8721,None,positive,0.8862,None,positive,0.9368,positive,positive,0.8436,None,negative,0.4924,0.142,0.1439,0.1419,0.1427,0.1438,0.1442,0.1415
"delivery takes a while, if you run out of money you have to borrow it :3 product packaging is sturdy! delivered in full, haven't used it yet so i don't know how the quality is but overall compared to the price it's very cheap!! the product has a nice box and feels sturdy in the hand ^^ i hope it will fit, thanks shop",positive,0.4375,None,positive,0.588,None,positive,0.663,None,positive,0.6371,positive,positive,0.6426,None,negative,0.7895,negative,positive,0.6099,positive,negative,0.4908,0.145,0.148,0.1472,0.1448,0.1466,0.1266,0.1418
"packaging xink xiu, ok quality, cheap price, my favorite is this brand's eyeliner",positive,0.6812,None,positive,0.6052,None,positive,0.8436,None,positive,0.835,positive,positive,0.7723,None,positive,0.5592,None,positive,0.8316,None,negative,0.4938,0.1439,0.1446,0.1422,0.1417,0.1432,0.1437,0.1407
"good product, great quality, great delivery, everyone should buy it",positive,0.8064,None,positive,0.7802,None,positive,0.8513,None,positive,0.8908,None,positive,0.8994,None,positive,0.8607,neutral,positive,0.8812,None,negative,0.4928,0.1427,0.1439,0.1423,0.1425,0.1434,0.1437,0.1415
"i bought this tree for the second time, then the first one i bought and my friend liked it so much that he had to ask me to pass it over again so i could have a chance to buy it a second time. from the packaging to the lipstick color, it's all beautiful. it really looks luxurious. i bought it as a gift. it's also luxurious.",positive,0.7014,None,positive,0.6671,None,positive,0.8757,None,positive,0.8431,None,positive,0.7939,positive,positive,0.5143,None,positive,0.856,None,negative,0.4939,0.1437,0.1443,0.1424,0.1418,0.1432,0.1437,0.1409
the color is so pretty!!!!!!!!!!!!!!!!!!!! smells super good!!!!!!!!,positive,0.8269,None,positive,0.8053,None,positive,0.8862,positive,positive,0.8897,None,positive,0.9056,positive,positive,0.6815,None,positive,0.8829,None,negative,0.4934,0.1428,0.1438,0.1424,0.1425,0.1434,0.1439,0.1413
excellent product quality beautiful product packaging fast delivery,positive,0.7429,None,positive,0.6985,None,positive,0.7572,None,positive,0.8649,None,positive,0.8809,None,positive,0.9278,positive,positive,0.8438,positive,negative,0.4923,0.1418,0.144,0.1418,0.1427,0.1438,0.1443,0.1416
gooddddddddddddd the color is beautiful and the smell is not very fragrant ???????????????????? more support,positive,0.5467,None,positive,0.6764,None,negative,0.6489,negative,positive,0.6167,None,positive,0.68,positive,positive,0.6664,None,positive,0.5901,None,negative,0.4905,0.1398,0.1481,0.1302,0.1456,0.1458,0.1484,0.1421
nice color lipstickpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,positive,0.8163,None,positive,0.7947,None,positive,0.8879,None,positive,0.8744,None,positive,0.8679,positive,positive,0.5777,None,positive,0.8749,None,negative,0.494,0.1429,0.1437,0.1424,0.1423,0.1433,0.1442,0.1412
lipstick has beautiful color and quality dbdjdmsnsbdjkfmsnahdkfnsmlsj,positive,0.7796,None,positive,0.7327,None,positive,0.8778,None,positive,0.8644,None,positive,0.8475,positive,positive,0.5749,None,positive,0.8591,None,negative,0.4942,0.1432,0.144,0.1423,0.1422,0.1433,0.1441,0.141
"son is so pretty. you should buy it, everyone. the color is beautiful. smooth. long lasting",positive,0.7929,positive,positive,0.7826,positive,positive,0.8856,None,positive,0.88,None,positive,0.8809,positive,positive,0.6298,None,positive,0.8794,None,negative,0.4936,0.1431,0.1438,0.1423,0.1422,0.1433,0.144,0.1413
"the image is for coin recognition purposes only, the lipstick looks very beautiful, holds firmly in the hand, is cute, large and dries instantly",positive,0.7193,None,positive,0.4842,positive,positive,0.8098,None,positive,0.8301,None,positive,0.7823,None,positive,0.8052,None,positive,0.7892,None,negative,0.4931,0.1435,0.144,0.1422,0.1427,0.1434,0.1439,0.1403
"use: apply on lips texture: smooth color fastness: 90% of color fades after eating and drinking. super beautiful color the color is beautiful, so buy a super pretty, super western color stick of 942",negative,0.605,negative,positive,0.6312,positive,positive,0.6069,None,positive,0.7572,None,positive,0.5533,positive,positive,0.4738,None,positive,0.6566,None,negative,0.4869,0.1303,0.1489,0.1427,0.1463,0.1424,0.147,0.1423
"fast delivery, correct model, thank you store, i will support you for a long time",positive,0.7306,None,positive,0.7005,None,positive,0.7763,None,positive,0.8717,None,positive,0.8706,None,positive,0.9321,positive,positive,0.8501,None,negative,0.4923,0.1422,0.144,0.142,0.1426,0.1436,0.1441,0.1415
"fast delivery, careful packaging, will continue to support the shop????",positive,0.7463,None,positive,0.716,None,positive,0.7726,None,positive,0.8734,None,positive,0.8876,None,positive,0.9365,positive,positive,0.8595,positive,negative,0.4923,0.1419,0.1439,0.142,0.1427,0.1437,0.1442,0.1417
"genuine product, carefully packaged, delivery took a while, sale so reasonable price",positive,0.5432,None,positive,0.7324,None,positive,0.7879,None,positive,0.7961,positive,positive,0.8581,None,negative,0.7883,negative,positive,0.7294,positive,negative,0.4901,0.142,0.1473,0.1469,0.1469,0.1484,0.1255,0.1431
"beautiful lipstick, very fragrant color, very ok. shipper nice. delivery took a while but the product is very good ??????????",positive,0.5891,None,positive,0.7788,None,positive,0.8153,positive,positive,0.8112,None,positive,0.88,positive,negative,0.7571,neutral,positive,0.7659,None,negative,0.4898,0.1432,0.1474,0.1464,0.1463,0.1479,0.1256,0.1431
"preparation and delivery were very fast. the lipstick is a smooth powder, smells of chocolate, applies very smoothly and is not sticky. but this price is acceptable. the lipstick color on my lips is a nude pink, used as a pretty base",positive,0.6497,negative,positive,0.6418,positive,positive,0.7344,positive,positive,0.8156,positive,positive,0.6744,positive,positive,0.8706,positive,positive,0.7927,None,negative,0.4928,0.1428,0.1443,0.1423,0.1424,0.1429,0.1445,0.141
"texture: min color fastness: good the image is for the purpose of receiving coins. the lipstick has a beautiful color, lightly applied to the lips",positive,0.532,positive,neutral,0.5844,positive,positive,0.7999,None,positive,0.7925,None,positive,0.7153,positive,positive,0.5466,None,positive,0.796,None,negative,0.4951,0.1452,0.1464,0.1418,0.1412,0.1434,0.1423,0.1398
"delivery was also fast, packaging was okay, some bars came loose like they had been opened before :v slightly dented. otherwise it's ok, i haven't tested the color yet",positive,0.4265,None,negative,0.3908,None,positive,0.5125,None,positive,0.7276,None,negative,0.4157,neutral,positive,0.7796,positive,positive,0.5479,neutral,negative,0.4924,0.1397,0.1393,0.1432,0.1479,0.1385,0.1501,0.1413
"delicious, nutritious, cheap, so buy super smooth lipstick ??????????????????????????????????????????",positive,0.8037,positive,positive,0.8063,positive,positive,0.8519,None,positive,0.8635,positive,positive,0.8516,None,positive,0.6102,None,positive,0.8577,None,negative,0.4935,0.1429,0.1439,0.1422,0.1423,0.1434,0.1443,0.141
the goods are okay but the lipstick is not completely filled and you can see the lipstick inside the smell is also fragrant,negative,0.5646,None,negative,0.4258,None,positive,0.6617,positive,positive,0.751,None,negative,0.4339,None,positive,0.4161,None,positive,0.569,None,negative,0.4913,0.1348,0.1396,0.1477,0.1499,0.1393,0.1461,0.1427
"i think the lipstick packaging is quite beautiful, i haven't opened it yet to see the color and texture because it's a birthday gift, but it looks good so i give it 5 stars.",neutral,0.5468,None,neutral,0.5509,neutral,positive,0.7031,None,positive,0.7298,None,neutral,0.4701,neutral,positive,0.4825,None,positive,0.7197,None,negative,0.4969,0.1463,0.1466,0.1421,0.1411,0.143,0.1412,0.1396
"the lipstick color is beautiful, the lips are very soft and smooth. personally, i like color 24 more than 25. the shop also gave me an extra lipstick. the slight minus point is that delivery takes too long. give shop 5 stars.",positive,0.5293,None,positive,0.7641,positive,positive,0.8047,None,positive,0.8115,None,positive,0.8689,positive,negative,0.7843,negative,positive,0.7272,None,negative,0.4895,0.1406,0.1475,0.1471,0.1474,0.1486,0.1257,0.143
